company_name,industry,tier,Location-1,Location-2
apex management consultants,BPO/KPO,,,
arjun infoserv & e-services,BPO/KPO,,,
ascent training & consultancy,BPO/KPO,,,
atcis technology pvt ltd,BPO/KPO,,,
athena hr services,BPO/KPO,,,
aum sai bpo & business solutions,BPO/KPO,,,
auroshri hr services private limited,BPO/KPO,,,
avazon bpo,BPO/KPO,,,
avidus smpl,BPO/KPO,,,
axe bpo services,BPO/KPO,,,
axiom bpm services pvt ltd,BPO/KPO,,,
azimut design,BPO/KPO,,,
basil communications (p) limited,BPO/KPO,,,
bezalel infotech pvt ltd,BPO/KPO,,,
bpojobs online,BPO/KPO,,,
brainsource management consultants,BPO/KPO,,,
bridge placement,BPO/KPO,,,
bungay international,BPO/KPO,,,
c-dreamz consultancy services (p) ltd,BPO/KPO,,,
calendula technosoft pvt ltd,BPO/KPO,,,
caliberpoint,BPO/KPO,,,
calscal systems pvt ltd,BPO/KPO,,,
capricorn hr consultancy,BPO/KPO,,,
career marshal,BPO/KPO,,,
career tangent,BPO/KPO,,,
chitransh technologies,BPO/KPO,,,
cira services,BPO/KPO,,,
cityland technologies pvt ltd,BPO/KPO,,,
clan consulting pvt ltd,BPO/KPO,,,
cmc manpower consultants,BPO/KPO,,,
computer links,BPO/KPO,,,
concierge software solutions pvt ltd,BPO/KPO,,,
conduite endeavor infosoft pvt ltd.,BPO/KPO,,,
conexus netcom solutions pvt ltd,BPO/KPO,,,
contact 360,BPO/KPO,,,
contact bridge ites pvt ltd,BPO/KPO,,,
corpone,BPO/KPO,,,
cosmic global limited,BPO/KPO,,,
cr consultancy,BPO/KPO,,,
craaze bpo services international,BPO/KPO,,,
crosslinkz informatics pvt ltd,BPO/KPO,,,
cybertrendz it services,BPO/KPO,,,
daemon technologies,BPO/KPO,,,
darts it networks pvt ltd,BPO/KPO,,,
data infovision,BPO/KPO,,,
data management systems pvt ltd,BPO/KPO,,,
data max,BPO/KPO,,,
delsat technologies,BPO/KPO,,,
desicrew solutions pvt ltd,BPO/KPO,,,
development logics solutions pvt. ltd.,BPO/KPO,,,
dextsys communications,BPO/KPO,,,
diginet info systems,BPO/KPO,,,
ditech process solutions,BPO/KPO,,,
dss technologies,BPO/KPO,,,
effort bpo ltd,BPO/KPO,,,
eivor technologies,BPO/KPO,,,
el camino micro electronics pvt ltd,BPO/KPO,,,
emacct consulting pvt ltd,BPO/KPO,,,
enskay it & telecom services,BPO/KPO,,,
ensomerge,BPO/KPO,,,
etech,BPO/KPO,,,
evolution corporate solutions,BPO/KPO,,,
excel callnet pvt ltd,BPO/KPO,,,
flexus soft services,BPO/KPO,,,
flyingeyes,BPO/KPO,,,
fortune knowledge solutionz (i) pvt ltd,BPO/KPO,,,
fostra technologies,BPO/KPO,,,
fusion consultants,BPO/KPO,,,
galactica,BPO/KPO,,,
galaxy bpm,BPO/KPO,,,
gandhi infotech pvt ltd,BPO/KPO,,,
gcmspl,BPO/KPO,,,
genesis,BPO/KPO,,,
green channel logistics centre,BPO/KPO,,,
greptech solutions pvt ltd,BPO/KPO,,,
hartron communications limited,BPO/KPO,,,
helios outsourcing pvt ltd,BPO/KPO,,,
hi-calibre it,BPO/KPO,,,
highbro interactive,BPO/KPO,,,
horizongrp,BPO/KPO,,,
hr specialist india,BPO/KPO,,,
hrschesi,BPO/KPO,,,
hrskill,BPO/KPO,,,
icon infosystems,BPO/KPO,,,
iglobal impact ites pvt. ltd,BPO/KPO,,,
ikya global,BPO/KPO,,,
imanol infotech,BPO/KPO,,,
infinite bpo private limited,BPO/KPO,,,
infognana (ig) solutions,BPO/KPO,,,
infovisiongroup,BPO/KPO,,,
innovations infocom pvt ltd,BPO/KPO,,,
inox global services ltd,BPO/KPO,,,
integra global solutions,BPO/KPO,,,
inzpire consultancy services,BPO/KPO,,,
iping tech pvt ltd,BPO/KPO,,,
ipuffins pvt.ltd.,BPO/KPO,,,
irec soluions,BPO/KPO,,,
itcons e-solutions pvt ltd,BPO/KPO,,,
ites labs,BPO/KPO,,,
iugo training & hr solutions,BPO/KPO,,,
iwise solutions,BPO/KPO,,,
jaguar consultancy services,BPO/KPO,,,
jeevan yapan,BPO/KPO,,,
jobs 4 nation,BPO/KPO,,,
jts institute pvt ltd,BPO/KPO,,,
jump project management consultants,BPO/KPO,,,
kankei relationship marketing services pvt ltd,BPO/KPO,,,
kensium solutions pvt ltd,BPO/KPO,,,
kent technology pvt ltd,BPO/KPO,,,
kris-na bpo,BPO/KPO,,,
krishna bpo services pvt ltd,BPO/KPO,,,
kserve bpo pvt. ltd.,BPO/KPO,,,
latitude infotech,BPO/KPO,,,
mac management consultants,BPO/KPO,,,
macvin consultancy private limited,BPO/KPO,,,
manipal education,BPO/KPO,,,
mantec consultants pvt ltd,BPO/KPO,,,
marvel bpo,BPO/KPO,,,
massif futuristic,BPO/KPO,,,
matrix solutions,BPO/KPO,,,
mevadhashma enterprises [india],BPO/KPO,,,
migration gurus,BPO/KPO,,,
mindeye inc,BPO/KPO,,,
mission naukri consultancy,BPO/KPO,,,
modern ballistic solutions pvt ltd,BPO/KPO,,,
nandamuri web & it services pvt ltd,BPO/KPO,,,
navigant technologies,BPO/KPO,,,
nebula consultancy,BPO/KPO,,,
nemesis,BPO/KPO,,,
nestem technologies,BPO/KPO,,,
new s s consultants,BPO/KPO,,,
nextical,BPO/KPO,,,
niitsmart serve ltd,BPO/KPO,,,
north india business solutions (p) ltd,BPO/KPO,,,
novosas it solutions,BPO/KPO,,,
nu aze consulting (p) ltd,BPO/KPO,,,
ocean human resource services,BPO/KPO,,,
one vish solutions pvt ltd,BPO/KPO,,,
orbit tec.,BPO/KPO,,,
orgware technologies,BPO/KPO,,,
oristech global,BPO/KPO,,,
pacific consultancy services,BPO/KPO,,,
people network conultancy,BPO/KPO,,,
percipient services and infotech pvt ltd,BPO/KPO,,,
permed pvt ltd,BPO/KPO,,,
phenomenal global solution,BPO/KPO,,,
phistream consulting limited,BPO/KPO,,,
pinnacle apertures,BPO/KPO,,,
pixel soft solutions,BPO/KPO,,,
pravritti placement,BPO/KPO,,,
purpleno inc,BPO/KPO,,,
qts,BPO/KPO,,,
quadraple technologies,BPO/KPO,,,
quantum business maangement pvt ltd,BPO/KPO,,,
rayars management services,BPO/KPO,,,
reach technologies,BPO/KPO,,,
real outsourcing group,BPO/KPO,,,
recruitment solutions india,BPO/KPO,,,
recruitwell consultants,BPO/KPO,,,
renz business solutions,BPO/KPO,,,
rhombus technologies,BPO/KPO,,,
richmond technologies,BPO/KPO,,,
ricom technologies pvt ltd,BPO/KPO,,,
right destination portfolio management,BPO/KPO,,,
rik careers,BPO/KPO,,,
rnd softech,BPO/KPO,,,
rr infosolutions ltd,BPO/KPO,,,
sacred infocom private limited,BPO/KPO,,,
sai outsourcing company pvt ltd,BPO/KPO,,,
samyak online,BPO/KPO,,,
sapience exults,BPO/KPO,,,
scriptacom bpo systems (p) ltd,BPO/KPO,,,
sft solution pvt ltd,BPO/KPO,,,
sgnature staff,BPO/KPO,,,
sisgreen technologies,BPO/KPO,,,
sivisis,BPO/KPO,,,
skillsearch consultants,BPO/KPO,,,
skillsoft,BPO/KPO,,,
smart connections,BPO/KPO,,,
sms consultancy,BPO/KPO,,,
sms recruitments,BPO/KPO,,,
soft kept e solution,BPO/KPO,,,
softlogic systems,BPO/KPO,,,
solutions abridged,BPO/KPO,,,
sona yukti pvt ltd,BPO/KPO,,,
source for change,BPO/KPO,,,
spectrum bpo pvt ltd,BPO/KPO,,,
spectrum softtech solutions pvt ltd,BPO/KPO,,,
spes management services,BPO/KPO,,,
spg infotech,BPO/KPO,,,
square one infosolutions pvt ltd.,BPO/KPO,,,
srivari tech,BPO/KPO,,,
ssd corporate services india pvt. ltd.,BPO/KPO,,,
star touch india private limited,BPO/KPO,,,
stream growth organization,BPO/KPO,,,
suave telecommunication (p) ltd,BPO/KPO,,,
suth placements,BPO/KPO,,,
sutherland global services,BPO/KPO,,,
swasthik sahits solutions private limited,BPO/KPO,,,
swastik solutions - hr & recruitment consultancy,BPO/KPO,,,
swathi financial services,BPO/KPO,,,
synbiz solutions pvt ltd,BPO/KPO,,,
syrex infoservices i pvt ltd,BPO/KPO,,,
talent pro,BPO/KPO,,,
tarang infotech pvt ltd,BPO/KPO,,,
team corporate solutons,BPO/KPO,,,
teamhunt hr solutions,BPO/KPO,,,
teckinfo solutions pvt ltd,BPO/KPO,,,
thaya consultancy,BPO/KPO,,,
the placement enterprise -delhi ncr,BPO/KPO,,,
the professional recruiters,BPO/KPO,,,
the recruitment specialists,BPO/KPO,,,
tocsys technosolution pvt ltd,BPO/KPO,,,
tqa business solutions,BPO/KPO,,,
transact bpo services inida pvt ltd,BPO/KPO,,,
triune solutions india pvt ltd,BPO/KPO,,,
ubics technologies pvt ltd,BPO/KPO,,,
uniqualin management system services,BPO/KPO,,,
v-bond telesoft pvt ltd,BPO/KPO,,,
vap technology (p) ltd.,BPO/KPO,,,
vcanjobs,BPO/KPO,,,
vee technologies pvt ltd,BPO/KPO,,,
venus,BPO/KPO,,,
vigna technologies,BPO/KPO,,,
vignesh it solutions,BPO/KPO,,,
vishakaas solution,BPO/KPO,,,
vishwas infosoft solutions pvt ltd,BPO/KPO,,,
visionhr,BPO/KPO,,,
visvam technologies,BPO/KPO,,,
vitalpro technology solutions pvt ltd,BPO/KPO,,,
vn solutions pvt ltd,BPO/KPO,,,
voicepack infotech pvt ltd,BPO/KPO,,,
volen software services pvt ltd,BPO/KPO,,,
vsk technologies (p) ltd,BPO/KPO,,,
vulcan business solutions pvt ltd,BPO/KPO,,,
web tech connect,BPO/KPO,,,
welco infotech private limited,BPO/KPO,,,
world tele net,BPO/KPO,,,
xenon info solutions,BPO/KPO,,,
xplonect,BPO/KPO,,,
yakkay technologies,BPO/KPO,,,
yayin business services pvt ltd,BPO/KPO,,,
zac technologies,BPO/KPO,,,
ze2i,BPO/KPO,,,
aarti medicals pvt ltd,Pharma,,,
alta publishing company,Pharma,,,
anash clinical research solutions,Pharma,,,
angelone placement,Pharma,,,
anmol technical training centre,Pharma,,,
anush infobase,Pharma,,,
athena hr services,Pharma,,,
ayurwin pharma,Pharma,,,
bhatia consultancy services,Pharma,,,
bioclinitech technologies pvt ltd,Pharma,,,
bioorganics,Pharma,,,
birlamedisoft pvt ltd,Pharma,,,
brabender technologie kg,Pharma,,,
brawn laboratories ltd,Pharma,,,
bridge placement,Pharma,,,
cad pharma inc,Pharma,,,
calyx info private limited,Pharma,,,
cebon india limited,Pharma,,,
chempro inspections pvt ltd,Pharma,,,
cmc manpower consultants,Pharma,,,
concord hr solutions,Pharma,,,
cravaka info systems,Pharma,,,
creative sense,Pharma,,,
crown hr services,Pharma,,,
cute solutions,Pharma,,,
delvin formulations pvt ltd,Pharma,,,
empire consultancy,Pharma,,,
eos medical research ltd,Pharma,,,
equichem,Pharma,,,
falcona india hr services,Pharma,,,
fio technologies,Pharma,,,
future makers management consultant,Pharma,,,
future word,Pharma,,,
global health line,Pharma,,,
global softech solutions,Pharma,,,
glosel india impex pvt ltd,Pharma,,,
glow pharma pvt ltd,Pharma,,,
gvk biosciences pvt ltd,Pharma,,,
gvt engineering (i) pvt ltd,Pharma,,,
havoc consultants private ltd,Pharma,,,
healthcare recruit,Pharma,,,
hellopharma job consultancy services,Pharma,,,
hr solutions,Pharma,,,
india document solutions private limited,Pharma,,,
indo phyto chemicals (p) ltd,Pharma,,,
insignia communications pvt ltd,Pharma,,,
irec soluions,Pharma,,,
jag kamal placements,Pharma,,,
jaguar consultancy services,Pharma,,,
jeevan yapan,Pharma,,,
jobs fountain,Pharma,,,
kawarlal & co,Pharma,,,
kee pharma ltd,Pharma,,,
kevin process technologies pvt ltd,Pharma,,,
lark laboratories (india) ltd,Pharma,,,
lasons india pvt ltd,Pharma,,,
lease hr,Pharma,,,
life science recruitment,Pharma,,,
linux laboratories pvt ltd,Pharma,,,
mahisa electronics,Pharma,,,
mccoy expertise,Pharma,,,
mclinica health solutions pvt ltd,Pharma,,,
meritus life care,Pharma,,,
micro therapeutic research labs private limited,Pharma,,,
mmsh clinical research pvt ltd,Pharma,,,
multiorganics pvt ltd,Pharma,,,
naman placements,Pharma,,,
nemesis,Pharma,,,
nemesis,Pharma,,,
neo solutions,Pharma,,,
nirmal ayur life pvt ltd,Pharma,,,
oak india multistate credit co-operative society,Pharma,,,
ordain healthcare pvt ltd,Pharma,,,
org ims research pvt ltd,Pharma,,,
pamten inc,Pharma,,,
peoplesearch consultants,Pharma,,,
pfizer,Pharma,,,
pharma hr (a division of pharma resource),Pharma,,,
pharma jobs home,Pharma,,,
pharmaedge educations and placement consultants,Pharma,,,
prathima consultancy,Pharma,,,
qualtra pharmaceuticals p ltd,Pharma,,,
r square placement consultants,Pharma,,,
raviraj foils limited,Pharma,,,
reannon pharmaceuticals inc,Pharma,,,
recruitwell consultants,Pharma,,,
ria international llc,Pharma,,,
rik careers,Pharma,,,
rnr staffing solutions,Pharma,,,
rozgar network com,Pharma,,,
saarathi healthcare pvt ltd,Pharma,,,
scantech laser pvt ltd,Pharma,,,
sciformix technologies pvt ltd,Pharma,,,
seventh sigma,Pharma,,,
spa enertec india,Pharma,,,
stansource,Pharma,,,
steadfast medishield pvt ltd,Pharma,,,
sun placements pvt. ltd. placement,Pharma,,,
svizera healthcare,Pharma,,,
swaas systems,Pharma,,,
symbiosis management consultants,Pharma,,,
systopic labs pvt ltd,Pharma,,,
talentsource,Pharma,,,
tensil glass works,Pharma,,,
ultratech india ltd,Pharma,,,
unimex pvt ltd,Pharma,,,
unmatched solutions pvt ltd,Pharma,,,
valiant,Pharma,,,
vamser group,Pharma,,,
veserv,Pharma,,,
virtue insight,Pharma,,,
voice hr solutions,Pharma,,,
wellforte retail services llp,Pharma,,,
western commercial corporation,Pharma,,,
wexford laboratories pvt ltd,Pharma,,,
whitelake technology solutions pvt ltd,Pharma,,,
xertz solutions,Pharma,,,
zhikode technologies pvt ltd,Pharma,,,
aarex homoeopathy,Healthcare,,,
aarti medicals pvt ltd,Healthcare,,,
aclientz business solutions,Healthcare,,,
advance medicure systems,Healthcare,,,
"aizant drug research solutions pvt, Ltd",Healthcare,,
allizhealth,Healthcare,,,
allzone management solutions pvt ltd,Healthcare,,,
aosta software technologies india ltd,Healthcare,,,
apollo hospitals,Healthcare,,,
appasamy associates,Healthcare,,,
arihant diagnostics,Healthcare,,,
asconis,Healthcare,,,
astron hospital and health care consultants p ltd,Healthcare,,,
aurocare private limited,Healthcare,,,
automed systems pvt ltd,Healthcare,,,
avana medical devices pvt ltd,Healthcare,,,
ayuh-meditech solutions pvt ltd,Healthcare,,,
ayurvaid hospitals,Healthcare,,,
ayurwin pharma,Healthcare,,,
ayushakti health care private limited,Healthcare,,,
b l lifesciences pvt ltd,Healthcare,,,
bagmane pharmaceuticals pvt. ltd,Healthcare,,,
belk healthcare,Healthcare,,,
belltrox infotech services,Healthcare,,,
bharat biotech international ltd,Healthcare,,,
bharat health organization,Healthcare,,,
bharath engineering industries,Healthcare,,,
bio line laboratory,Healthcare,,,
biobase databases india pvt ltd,Healthcare,,,
bioclinitech technologies pvt ltd,Healthcare,,,
biokart india,Healthcare,,,
bionic p&o india pvt ltd,Healthcare,,,
biotech vision care pvt ltd,Healthcare,,,
bm hospital,Healthcare,,,
brawn laboratories ltd,Healthcare,,,
broadview health private limited,Healthcare,,,
cad pharma inc,Healthcare,,,
care worldwide - smo,Healthcare,,,
cebon india limited,Healthcare,,,
chc group of companies,Healthcare,,,
chess healthcare solution,Healthcare,,,
clarity speech & hearing centre,Healthcare,,,
clinbiotic solutions,Healthcare,,,
columbia asia hospitals pvt ltd,Healthcare,,,
covalent technologies,Healthcare,,,
defi healthcare pvt ltd,Healthcare,,,
delvin formulations pvt ltd,Healthcare,,,
densol technologies pvt ltd,Healthcare,,,
dentasia dental clinic,Healthcare,,,
dionex india pvt ltd,Healthcare,,,
dominions healthcare pvt ltd,Healthcare,,,
dr agarwal,Healthcare,,,
dr lal pathlabs pvt ltd,Healthcare,,,
dr pbs health and glow clinic pvt ltd,Healthcare,,,
dyansys india pvt ltd,Healthcare,,,
e-merge tech global services pvt ltd,Healthcare,,,
easylife enyerprise pvt ltd,Healthcare,,,
ellen hospital,Healthcare,,,
emergent medi-tech (india) pvt ltd,Healthcare,,,
emprocell clinical research pvt. ltd,Healthcare,,,
eos medical research ltd,Healthcare,,,
ericson tpa healthcare pvt ltd,Healthcare,,,
fernandez hospital,Healthcare,,,
fine care biosystem,Healthcare,,,
fitho wellness services pvt ltd,Healthcare,,,
fitnesolution,Healthcare,,,
fluidda,Healthcare,,,
focus clinic care (p) ltd,Healthcare,,,
gandhidham jain seva samiti,Healthcare,,,
geneombio technologies private limited,Healthcare,,,
genomix biotech,Healthcare,,,
global health line,Healthcare,,,
global medical records,Healthcare,,,
glosel india impex pvt ltd,Healthcare,,,
glow pharma pvt ltd,Healthcare,,,
goldstarhealthcare private limited,Healthcare,,,
gorgo: women and kids fitness,Healthcare,,,
greenview medical center,Healthcare,,,
growdiesel,Healthcare,,,
gunasheela surgical & maternity hospital,Healthcare,,,
gvk biosciences pvt ltd,Healthcare,,,
habib medical center,Healthcare,,,
hadi clinic,Healthcare,,,
hcg ( health care global enterprises ltd),Healthcare,,,
hcg anderson diagnostics,Healthcare,,,
health is wealth asia,Healthcare,,,
health-shoppe,Healthcare,,,
helpingdoc,Healthcare,,,
heritage hospital ltd,Healthcare,,,
holy biomedicals pvt ltd,Healthcare,,,
hospaccx india systems,Healthcare,,,
imtec implants pvt ltd,Healthcare,,,
indo phyto chemicals (p) ltd,Healthcare,,,
inmed equipments pvt ltd,Healthcare,,,
iskills solutions,Healthcare,,,
jainam wellness ltd,Healthcare,,,
jeevaa skin care,Healthcare,,,
jj international instruments,Healthcare,,,
jq american corporation,Healthcare,,,
kee pharma ltd,Healthcare,,,
kilpest india ltd,Healthcare,,,
kims health care mangement ltd,Healthcare,,,
klinik esthetika skin hair and laser center,Healthcare,,,
klintelligen health care,Healthcare,,,
kothari phytochemicals intl,Healthcare,,,
krishnamacharya yoga mandiram,Healthcare,,,
lark laboratories (india) ltd,Healthcare,,,
lasons india pvt ltd,Healthcare,,,
laxai avanti life sciences,Healthcare,,,
leadinng medical transcription company,Healthcare,,,
lifeforce homeopathy,Healthcare,,,
linux laboratories pvt ltd,Healthcare,,,
ln lifecare,Healthcare,,,
adroit advisory venture india pvt. ltd.,BFS,,,
ak capital services ltd,BFS,,,
al barakah financial services ltd,BFS,,,
amarnath kamath & associates,BFS,,,
andromeda marketing,BFS,,,
angel broking limited,BFS,,,
apnaalife,BFS,,,
arihant capital markets limited,BFS,,,
aryan share and stock brokers ltd,BFS,,,
ascent group,BFS,,,
axs online pvt ltd,BFS,,,
bajaj allianz life insurance co ltd,BFS,,,
balaji equities limited,BFS,,,
bharath & co,BFS,,,
bhojan capital advisors private limited,BFS,,,
blue ocean online tax consultants pvt ltd,BFS,,,
bma wealth creators ltd,BFS,,,
bss microfinance pvt ltd,BFS,,,
bulls n bears and iif,BFS,,,
cadel weaving mills co pvt ltd,BFS,,,
capital paramount,BFS,,,
chakra wealth management advisory ltd,BFS,,,
clean finance & investment ltd,BFS,,,
commodity brokers india,BFS,,,
compsoft,BFS,,,
concrete profit,BFS,,,
converging miinds management pvt ltd,BFS,,,
credila financial services,BFS,,,
credit options & marketing,BFS,,,
crystaline securities (india) pvt ltd,BFS,,,
daygains,BFS,,,
decimal point analytics pvt ltd,BFS,,,
deloitte,BFS,,,
densons finance ltd,BFS,,,
dialabank,BFS,,,
dsa icici,BFS,,,
edelweiss capital ltd,BFS,,,
essvee investment advisora pvt ltd,BFS,,,
ethos wealth management (p) ltd,BFS,,,
excelan consultancy private limited,BFS,,,
fairwealth securities private limited,BFS,,,
fast track financial services,BFS,,,
finvest financial services,BFS,,,
flatworld mortgage processing private limited,BFS,,,
fpo solutions,BFS,,,
fund grow,BFS,,,
g k sureka & co,BFS,,,
geosansar advisors pvt ltd,BFS,,,
global value add business solutions pvt ltd,BFS,,,
globalr2r - member,BFS,,,
globex advisory ltd,BFS,,,
gr kumar & co,BFS,,,
guitcom group,BFS,,,
haribhakti & co,BFS,,,
harvest futures consultants india pvt ltd,BFS,,,
hdfc bank ltd,BFS,,,
hexaurum,BFS,,,
hindusthan microfinance pvt.ltd,BFS,,,
ibsn inc,BFS,,,
icici bank,BFS,,,
idf financial services private limited,BFS,,,
idol multi commodity private limited,BFS,,,
indenture investments,BFS,,,
india capital market,BFS,,,
indian school finance company,BFS,,,
international money matters,BFS,,,
intraday ideas,BFS,,,
ipossibilities consulting services,BFS,,,
itrust financial advisors pvt ltd,BFS,,,
j c khokhani & co,BFS,,,
jhaveri securities ltd,BFS,,,
jm financial assest management pvt,BFS,,,
jrg securities ltd,BFS,,,
kamaoindia,BFS,,,
kamlesh panjwani & co,BFS,,,
kgr securities private limited,BFS,,,
khimji kunverji & co,BFS,,,
khushi knowledge services pvt ltd,BFS,,,
kifs securities pvt ltd,BFS,,,
kranthi freelance accounting services,BFS,,,
kunvarji finstock,BFS,,,
lakhi investment management services ltd,BFS,,,
lakshmishree investment & securities p ltd,BFS,,,
lic hfl financial services ltd,BFS,,,
livetips market research pvt ltd,BFS,,,
m-tej consultancy services,BFS,,,
macvin consultancy private limited,BFS,,,
master trust group,BFS,,,
mehta & tadimalla chartered accountants,BFS,,,
mennen financial services ltd,BFS,,,
merits capital market services,BFS,,,
money capitalheight research pvt. ltd,BFS,,,
money classic research,BFS,,,
money maker research pvt. ltd.,BFS,,,
moneyhoney financial services,BFS,,,
moneyoptions,BFS,,,
motilal oswal,BFS,,,
motilal oswal securites limited,BFS,,,
mpf advisory india pvt ltd,BFS,,,
mplms group of companies,BFS,,,
msquare wealth management services pvt ltd,BFS,,,
neelakanta prasad & co,BFS,,,
nimbus wealth management private ltd,BFS,,,
niveshindia,BFS,,,
o3 securities private limited,BFS,,,
oak india multistate credit co-operative society,BFS,,,
open futures,BFS,,,
orix auto and infrastructure services limited,BFS,,,
paras investments,BFS,,,
pe insights,BFS,,,
pilot commerial services,BFS,,,
plash investment services,BFS,,,
precision technical analysis pvt ltd,BFS,,,
premier consultancy,BFS,,,
prime capital services private limited,BFS,,,
prosharpe wealth management pvt ltd,BFS,,,
proventure private limited,BFS,,,
prudent cas ltd,BFS,,,
r b g commodities private limited,BFS,,,
r wealth,BFS,,,
rj capital overseas pvt ltd,BFS,,,
rr financial consultants,BFS,,,
rrca & associates,BFS,,,
rukshi career academy (p) limited,BFS,,,
s ganguli & associates chartered accountants,BFS,,,
s m i l e microfinance limited,BFS,,,
s ravi & associates,BFS,,,
sa marketing,BFS,,,
samriddhi group of companies,BFS,,,
satin creditcare,BFS,,,
sequoia capital,BFS,,,
shareking,BFS,,,
shriram city union finance,BFS,,,
shriram fortune solutions ltd,BFS,,,
smc global securities ltd,BFS,,,
softech india,BFS,,,
spa capital services limited,BFS,,,
sree marketing pvt ltd,BFS,,,
stci,BFS,,,
strategic system solutions,BFS,,,
sumedha fiscal services ltd (sfsl),BFS,,,
sunflower broking pvt ltd,BFS,,,
sunidhi securities and finance ltd,BFS,,,
sunkersett financial advisory,BFS,,,
sureshot calls,BFS,,,
suryoday micro finance private limited,BFS,,,
tacorals,BFS,,,
the bombay commodity exchange ltd,BFS,,,
the equicom financial research pvt ltd,BFS,,,
touch stone stock management p ltd,BFS,,,
tridhara advisors,BFS,,,
trifid research,BFS,,,
ujala credit co-operative society,BFS,,,
ultraprecise advisors,BFS,,,
unicon real estate pvt ltd,BFS,,,
universal associates,BFS,,,
v financial niche,BFS,,,
vaibhav laxmi equity broking private ltd,BFS,,,
vbg & co,BFS,,,
veezcapital,BFS,,,
venice bank consulting,BFS,,,
vikson securities pvt ltd,BFS,,,
visista insurance broking services pvt ltd,BFS,,,
vkc financial services p ltd mumbai,BFS,,,
wealthzone financial services (india) pvt ltd,BFS,,,
wellinida,BFS,,,
xapcorp services,BFS,,,
zafin labs,BFS,,,
zuari investments ltd,BFS,,,
makewell meditour ltd,healthcare,,,
manipal hospitals,healthcare,,,
mashcom technologies pvt ltd,healthcare,,,
maven healthcare pvt ltd,healthcare,,,
mdindia health care tpa pvt ltd,healthcare,,,
medaccess,healthcare,,,
medi assist india tpa pvt ltd,healthcare,,,
medical unit,healthcare,,,
medicare agencies,healthcare,,,
medigain health pvt ltd,healthcare,,,
medimart pharmacy,healthcare,,,
medink solutions,healthcare,,,
mediscape health solutions,healthcare,,,
medplus pathlabs private limited,healthcare,,,
medskills learning,healthcare,,,
mehta international eye institute,healthcare,,,
meritus life care,healthcare,,,
metaome science informatics (p) ltd,healthcare,,,
micro therapeutic research labs private limited,healthcare,,,
microwin labs pvt ltd,healthcare,,,
mmsh clinical research pvt ltd,healthcare,,,
neon laboratories limited,healthcare,,,
nesa radiations solutions pvt ltd,healthcare,,,
nestem technologies,healthcare,,,
nestor pharmaceuticals ltd,healthcare,,,
new dimensions international,healthcare,,,
new life hospital,healthcare,,,
niranthara herbals,healthcare,,,
nirmal ayur life pvt ltd,healthcare,,,
